Question,Answer
<b>결막염</b>인거 같아서 가보려는데 안과를 가면 얼마... ,왼쪽 눈이 딱 <b>결막염</b> 증상이랑 비슷해서 엄마한테 말 해보니 너가 안좋은 렌즈 끼고 다닌거 아니냐면서 병원 안데려다 준다고 하고… 진짜 눈이 너무 아파서 혼자 안과를 가보려고 하는데… 얼마정도 나올까요? 제가 학생이다 보니까... 
왼쪽눈이 심하게 바이러스성 <b>결막염</b> 상,왼쪽눈이 심하게 바이러스성 <b>결막염</b> 상태인데 오늘 안과내원하니까 반대쪽 눈에도 곧 전염되니까 조심하라고 하셨어요 가족들한테도 옮깅 수 있다고 하구요 강아지 키우고 있는데 강쥐에게도 옮길 수도 있는지 궁금해서요.. 최근들어 제... 
<b>결막염</b> 눈 안쪽,제가 12월 10일경 양쪽 눈에 <b>결막염</b>이 발생했다가 지금은 거의 다 나은상태입니다. 그런데 왼쪽 눈 안쪽에 빨간 충혈자국은 사라지지않아 걱정입니다. 점안액은 계속 넣고있는데 사라지지않네요. 어떻게 해야할까요?  안녕하세요.... 
<b>결막염</b>이 각막염으로 번질 수도 있나요?,"<b>결막염</b>이 자주생기면 각막염으로 번질수도 있나요? 각막염과 <b>결막염</b>은 완전 다른 병인가요? 둘의 차이가 뭔가요?... <b>결막염</b>이 각막염으로 번질 수 있습니다. <b>결막염</b>은 결막(눈을 덮고 있는 얇은 막)에 염증이 생기는 질환으로, 흔히 눈이... "
렌즈 <b>결막염</b> 안약추천 내공 150,... 껴야하는데 <b>결막염</b>이나 충혈에 직빵인 약국 안약 추천해주세요 ㅠㅠ... 눈이라면 <b>결막염</b> 등이 아닌지를 살펴보셔야 합니다. 또한 자주 피로하거나... <b>결막염</b>이나 눈 다래끼가 있는 경우에는 위생관리를 철저히 하여 눈의 건강에 나쁜... 
고양이 <b>결막염</b>,"혹시 이거 고양이 <b>결막염</b> 걸린건가요??ㅜㅜ 각막궤양이나 <b>결막염</b>이 의심됩니다. 일단 인공눈물로 눈부터 세정을... 안연고는 항생제 효능이 있으며 알르레기, <b>결막염</b>등 치료에 쓰이며 눈안에 들어가도 됩니다. 눈가 털이 너무 길다면 좀... "
<b>결막염</b>을 다래끼라 착각하고 말할수가,"<b>결막염</b>을 다래끼라 착각하고 말할수가 있나요? 안녕하세요. 안과에서 근무중인 현직 검안사입니다. 아니요.... <b>결막염</b>과 다래끼의 정확한 차이는 만져보았을때 몽우리가 진걸로 확인을 할수 있습니다. 홍보, 광고... "
스마일라식 후 <b>결막염</b>치료제,스마일라식 한 지 이틀이 지났는데 제가 인공눈물이랑 <b>결막염</b>치료제를 헷갈려서 '알러비드'라는 <b>결막염</b>치료제를 양안에 5번씩 넣었는데 괜찮을까요..??  안녕하세요. 하이닥-네이버 지식iN 상담의 배계종 입니다. 스마일라식 수술 후 하루... 
코로나 변이로 이한 <b>결막염</b>,"... 됬다고 <b>결막염</b>이라고 안과 의사쌤이 말하셨는데 자가키트에는 음성이라고 뜨는데 뭔가요 전 <b>결막염</b>은 눈의 결막... 이한 <b>결막염</b> 환자가 증가하고 있습니다. 이러한 경우, 코로나바이러스에 의한 감염으로 인한 <b>결막염</b>일 수 있습니다.... "
<b>결막염</b>과 컴퓨터 게임의 관련성,"<b>결막염</b>이 심한 상태인데, 컴퓨터 게임이나 공부처럼 대상에 시각을 집중시켜야하는 작업의 경우, <b>결막염</b>이 악화될 수 있나요?  <b>결막염</b>은 눈의 결막 부위에 염증이 생기는... 증가시켜 <b>결막염</b>의 악화를 유발할 수 있습니다. 따라서... "
알레르기성 <b>결막염</b>,"안과에서 알레르기성 <b>결막염</b>이고 염증이 있다고 하여 안약을 받아왔습니다 안약을 넣어도 눈이 가렵고 오히려 더 충혈이 되는데 원래 이런가요? 그리고 얼음찜질, 인공눈물로 눈 세척해도 되나요?  안녕하세요. 하이닥-네이버 지식iN... "
알레르기성 <b>결막염</b>,"알레르기성 <b>결막염</b>으로 안약(후루손, 파타원스)을 처방받았는데요 제가 11월 21일에 라섹수술을 하는데 이거 넣어도 상관 없나요?  안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전제훈 입니다. 수술하기 전까지 넣어도 됩니다.... "
알레르기는 아닌데 <b>결막염</b> 치료 받아야 할까요?... ,... 증상만 보면 알레르기 <b>결막염</b>이랑 같아서요. 알레르기 <b>결막염</b> 있을 때는... <b>결막염</b>은 이곳에 생긴 염증성 질환을 의미합니다. 항상 외부 환경에 노출되어... 가려운 증상이 동반된다면 알레르기로 인한 <b>결막염</b>일 가능성이 많습니다. 이... 
어린이<b>결막염</b>,... 의해서 <b>결막염</b>이 왔다고하더라고요 호흡기 기관지가 좋아져야 <b>결막염</b>도 좋아진다고 하신던데. 1. 아무래도 <b>결막염</b>... 호흡기 기관지가 <b>결막염</b>과 관련이 있나요? 호흡기 기관지와 <b>결막염</b> 사이에는 직접적인 관련이 없습니다. 그러나... 
<b>결막염</b>인가요?(약혐),... <b>결막염</b>이나 다른 감염때문에 이런걸까요? 안녕하세요!... <b>결막염</b>과 같은 증상으로 안과를 한 번쯤은 찾게 됩니다. 이때 눈 안 쪽에 있는 결막 부위에 생기는 염증을 <b>결막염</b>... 알레르기 <b>결막염</b>과 유행성<b>결막염</b>이 자주 발생할 수 있는데... 
<b>결막염</b> 안약 평소에 넣어도 되나요??(인천 30대초반/여... ,평소 눈이 뻑뻑할 때 인공눈물이 없으면 <b>결막염</b> 안약을 넣기도 하는데요. 인공눈물 대체로 넣어도 되는지..... 단순 눈이 뻑뻑하다고 하여 알레르기성 <b>결막염</b> 안약을 사용하시는 것은 잘못된 사용법이라 추천드리지 않습니다. 안약을 잘못... 
각막염과 <b>결막염</b>의 차이는 뭔가요?,... 각막염과 <b>결막염</b>의 차이가 뭔가요?  안녕하세요. 하이닥-네이버 지식iN 상담의 이이호 입니다. 각막염과 <b>결막염</b>은... <b>결막염</b> (Conjunctivitis): 결막은 눈의 흰자와 눈꺼풀의 내부를 덮는 얇은 막입니다. <b>결막염</b>은 결막이 염증을 일으키는... 
[나눈질문1] <b>결막염</b> 맞나요 내공 50,"<b>결막염</b>인가요 핏줄이 터진건가요  안녕하세요. 하이닥-네이버 지식iN 상담의 최민규 입니다. 사진이 너무 흐려서 잘 보이지 않습니다만, 결막의 충혈처럼 보입니다. 핏줄이 터진 것 같진 않네요."
저 <b>결막염</b>일까요,... 혹시 저 <b>결막염</b>일까요? 그리고 주변에 <b>결막염</b>이나 눈병 환자가 없는데 제가 전염성 <b>결막염</b>에 걸릴 수도 있나요? 알레르기성 <b>결막염</b>은 전염성이 없다고 하던데 전염성을 가질 수도 있나요? 인공눈물이 <b>결막염</b> 완화에 도움이 될까요?? 네... 
<b>결막염</b> 증상,제가 어제 학원 끝나고 거울을 보는데 눈이 충혈 돼 있어서 금방 갈아앉겠지 했는데 자고 일어나도 계속 충혈되고 약간 뻐끈한 것 같기도 해요 <b>결막염</b>일까요??  안녕하세요. 하루가 지나도 충혈이 남아 있다면 각<b>결막염</b>의심하 안과에서... 
알레르기성 <b>결막염</b> 렌즈 가능여부,알레르기성<b>결막염</b>걸려서렌즈2주동안참앗는데이제껴도될가요?  오늘의 지식인 ₍๐•ᴗ•๐₎미용부장₍๐•ᴗ... 정성 스럽게 작성하여 도움될수 있는 수기 답변 드리겠습니다.^^ 정성스런 답변: 알레르기성 <b>결막염</b>으로 인해 렌즈... 
<b>결막염</b> 걸렸었는데,<b>결막염</b> 걸렸어서 약먹고 안약도 잘넣고 2주좀 안됬는데 이제 렌즈껴도될까요?  네~ <b>결막염</b>은 감기처럼 잘 걸렸다가 잘... 다만 렌즈를 끼고 나서 <b>결막염</b> 증상이 나오시면 바로 빼주시면 됩니다. 더 자세한 증상 치료에 대한 내용은 아래... 
<b>결막염</b> 검사 어떻게 하나요,<b>결막염</b> 검사 어떻게 하나요  안녕하세요! 강남역 8번 출구에 위치한 글로리서울안과 입니다. 평소와 다르게 눈곱이... 세균성<b>결막염</b>이나 각막염을 의심해 보실 수 있습니다. 우선 <b>결막염</b>에는 알레르기<b>결막염</b>이나 유행성<b>결막염</b>... 
<b>결막염</b> 염증,... 원래 꽃가루 알레르기가 있으며 봄 및 환절기에 거의 매번 <b>결막염</b> 혹은 눈병이 걸리지만 이번이 유독 크게... 혹시 그 상처로 인해서 <b>결막염</b>도 생가나요?  안녕하세요. 결막부종을 말씀하시는것같은데.직접 물리적으로 제거하기에는... 
눈 <b>결막염</b>,한 2주전에 눈 충혈이 되어서 병원에 갔는데 <b>결막염</b>이라길래 약 먹고 안약넣고 괜찮아 져서 어제 렌즈를 꼈는데 밤에 거울을 보니까 눈 충혈이 전보다 심해졌어요 왜 그런지 알수 있나요? 그리고 이제 렌즈 못 끼나요? 실명까지 갈수도... 
<b>결막염</b> 눈 충혈,한쪽 눈이 따끔 하더니 핏줄이 다 터졌습니다 안과에 방문하니 털이 눈 두덩이에 박혀있어서 <b>결막염</b>이 생겼고 털을 핀셋으로 제거하고 안약과 비염약을 처방받아서 먹고 있는데 3일차에도 충혈이 사라지지 않습니다. 눈응 깜빡일때마다... 
안녕하세요 <b>결막염</b> 관련 질문이 있어,안녕하세요 <b>결막염</b> 관련 질문이 있어 이렇게 질문드립니다. 2/13일부터 눈이 충혈되고 눈꼽이 많이 끼는 증상이... 제가 현재 미국에 거주중이라 안과는 병원비 문제로 못가고 대학교 병원을 갔는데 바이러스성 <b>결막염</b> 같다고 푹 쉬면 해결... 
<b>결막염</b> 걸렸는데요,바이러스성 <b>결막염</b> 걸리고 다른사람한테 옮길수도 있다고 그러는데 등교 가능한가요? 다른사람들 지식인 보면 안된다고 하던데 뭐기 맞나요  안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전제훈 입니다. 학교방침에 따라... 
의사분들 도와주세요ㅠㅠ <b>결막염</b> 안약,"... 지금 증상이 많이 호전되었다고 하더라도 남은 안약은 계속 넣어주시는 것이 좋으며, 이후에 <b>결막염</b> 증상이 다 나았다면 꼭 다시 안과 진료를 보셔야 하는 것은 아닙니다. 참고가 되었기를 바랍니다. 감사합니다."
고양이 <b>결막염</b>,... 이거 혹시 <b>결막염</b>일까요? 2. <b>결막염</b>이라면 병원비는 얼마정도 나오나요? 3. 안약넣으면 낮을수 있는거죠?... 세균감염으로 <b>결막염</b>이 생길수도 있습니다 보통의 단순 <b>결막염</b>이라면 진료비와 안약처방받으면 3만원정도 나올수있습니다... 
알레르기 <b>결막염</b>은 꼭 병원에 가야하나요?,제가 밀폐된 공간에 있어야해서 집먼지진드기 때문에 알레르기 <b>결막염</b>이 자꾸... 알레르기 <b>결막염</b>은 일반적으로 의료 전문가의 진단과 처방이 필요한... 의료 전문가의 조언을 받으면 알레르기 <b>결막염</b>의 원인을 파악하고 적절한 치료... 
고양이 눈 <b>결막염</b>,눈이랑 눈 주변이 빨개지고 애가 눈에 눈물이 그렁그렁하고 눈을 잘 못떠요… <b>결막염</b>일까요? 멸균생리식염수로 한 번 닦아주니까 눈은 뜨는데 여전히 눈물이 많고 연두색?노란색 묽은 눈곱이 꼈어요. 약국에서 항생제랑 고양이용 안약?... 
눈이 이렇게 양쪽 다 빨간데 <b>결막염</b>인가요? 간지럽진... ,"눈이 이렇게 양쪽 다 빨간데 <b>결막염</b>인가요? 간지럽진 않고 아침에 일어나면... 눈이 이렇게 양쪽 다 빨간데 <b>결막염</b>인가요? 간지럽진 않고 아침에 일어나면... 알러지인지, 바이러스성<b>결막염</b>인지는 안과에서 상태를 봐야 정확히 알 수... "
눈 <b>결막염</b>,눈이 이렇게 됐는데 <b>결막염</b>인가요?? 렌즈 한달용짜리를 지금 몇달동언 쓰고있었고 잘때도 잘 안빼고 자서 렌즈를... 잘못된 렌즈착용 습관은 심한 각<b>결막염</b>을 유발하고 후유증을 남기는 경우도 있습니다. 사진이 부정확하지만 심한상태로... 
"눈곱, 충혈 증상 <b>결막염</b>",... 있는데 <b>결막염</b>을 걸린 걸까요? 안녕하세요! 강남역 8번... <b>결막염</b>과 같은 증상으로 안과를 한 번쯤은 찾게 됩니다. 이때 눈 안 쪽에 있는 결막 부위에 생기는 염증을 <b>결막염</b>... 알레르기 <b>결막염</b>과 유행성<b>결막염</b>이 자주 발생할 수 있는데... 
<b>결막염</b> 때문에 안과 갔다가 문 닫아서,"<b>결막염</b> 때문에 안과 갔다가 문 닫아서 약국에서 신도톱 처방 받아서 두번 넣고 다른 안과 가서 안약 두개 처방... 우선 <b>결막염</b>에는 알레르기<b>결막염</b>이나 유행성<b>결막염</b>, 세균성<b>결막염</b> 등이 있으나 현재 눈의 충혈 증상은 <b>결막염</b>에 의한... "
<b>결막염</b> 안약 약국,... 느낌인데 <b>결막염</b>이겠죠? 집 주변 약국에서 살 수 있는 치료 안약 알려주세요  안녕하세요! <b>결막염</b>으로 많이 불편하실거 같네요ㅠㅠ <b>결막염</b>의 치료 방법에는 여러가지가 있습니다 그중 약물 치료도 있는데요! <b>결막염</b> 치료 방법과 약물에... 
<b>결막염</b> 붓기,<b>결막염</b> 걸렸다가 다 나았는데 눈 붓기가 안빠지고 그냥... <b>결막염</b>으로 인해 생긴 눈 붓기가 아직 완전히 사라지지... 약사나 의사와 상담하여 <b>결막염</b>에 관한 적절한 안약을... <b>결막염</b>으로 인한 눈 붓기를 완전히 없애기 위해서는 시간이... 
<b>결막염</b>? 증상이 계속 돼요,감기 앓고 감기가 다 나았는데 두통과 눈이 침침하고 자갈이 있는듯해 안과를 갔더니 <b>결막염</b>으로 안약처방해주셔서... 가니 <b>결막염</b>은 다 나았다고 합니다 두통은 없는데 눈이 좀 침침하고 속이 울렁거리는데 어느 과를 가야하나요?... 
알레르기성 <b>결막염</b>과 안검염,알레르기성 <b>결막염</b>과 안검염으로 인해 고생중이라 궁금해서... 알레르기성 <b>결막염</b>에 걸렸다고 해서 mast검사를... 알레르기성 <b>결막염</b>이 생길 수 있는건가요? 만약 그렇다면 안검염이 치유된다면 자연적으로 알레르기성 <b>결막염</b>도... 
원인이 무엇일까요? (송파구 문정동 20대후반/여 <b>결막염</b>),한 4년전쯤에 눈꺼풀 가려움으로 안과에 가서 알레르기성 <b>결막염</b> 진단을... 알레르기성 <b>결막염</b>이 맞는지 의심스럽고 눈꺼풀이 너무 가려워 안 그래야 하는... 알레르기성 <b>결막염</b>이 맞는 것 같습니다. <b>결막염</b>은 세균이나 바이러스에 의해... 
하드렌즈 착용시 <b>결막염</b> 안약 점안 해도되나요??,안과에서 알러지성<b>결막염</b>때문에 파타놀 점안액 0.1%(올로파타딘염산염)과 알러팬 점안액(케토티펜푸마르산염) 처방받았습니다 근데 위 두 안약은 하드렌즈를 착용한 채로 점안해도 되는가요?  안녕하세요. 네이버 지식iN 상담 약사... 
안과 <b>결막염</b> 진료 비용,<b>결막염</b>인거 같아서 안과 가는데 대략 진료 비용이 얼마일까요?? 4만원밖에 없는데 4만원이면 충분하겠져?? 그리고 진료확인서는 얼마일까요?  안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전제훈 입니다. 단순 진료는 1만원... 
알레르기성 <b>결막염</b> 안약,알레르기성 <b>결막염</b>인데 오늘 약국에서 안약으로 리타놀이랑 후메론 플러스 이 두 개를 받았는데요 약사분께서 분명... 알레르기성 <b>결막염</b> 안약을 사용하는 동안 꾸준히 사용하며 손에 불쾌감이 느껴진다면 비누로 손을 깨끗이 씻은 후... 
<b>결막염</b> 온찜질 냉찜질,"렌즈 때문에 걸린 <b>결막염</b>은 냉찜질을 해여하나요 온찜질을... ^^ 정성스런 답변: <b>결막염</b>은 눈의 결막이 염증을... 일반적으로 <b>결막염</b>은 냉찜질이나 온찜질을 통해 증상을... <b>결막염</b>은 신중하게 관리해야 하므로, 가능하면 의사의 조언을... "
안구건조증이나 <b>결막염</b> 생겼을때 아이드,"안구건조증이나 <b>결막염</b> 생겼을때 아이드롭 쿨하이 넣어도되나요 안녕하세요! 안구건조증이나 <b>결막염</b>은 눈의... 따라서, 안구건조증이나 <b>결막염</b>이 있다고 생각되면 의사와 상담하여 적절한 치료 방법을 받는 것이 좋습니다. "
<b>결막염</b>인것 같은데 맞나요?,... 오늘 아침에 보니까 지금이랑 눈 상태가 똑같더라고요(사진첨부) <b>결막염</b>인것 같긴한데 저 빨간색으로 표시해둔 곳이 하얗게 되어서 괜찮은건가 싶네요.. 왜이럴까요 ㅠㅠ  안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전제훈... 
알레르기<b>결막염</b> 라식,알레르기<b>결막염</b>이 있어요 심하면 며칠연속으로 그러는데 라식라섹스마일라식등등 받을수있나요? 과일 전문 상담사... 알고있는 관련 지식으로 여러분들의 궁금증을 해소 시켜 드리겠습니다.^^ 과일아재의 답변: 알레르기 <b>결막염</b>으로... 
알러지 <b>결막염</b> 같은데,알러지 <b>결막염</b> 같은데 일요일이라 병원을 못가서 안약 넣고 참으려했는데 눈이너뮤 불편해서 인공눈물 넣었는데 눈을... 알러지 <b>결막염</b> 맞죠ㅠㅠ? 당장이랃ㅎ 어떻게 하는 방법 없나요ㅠㅠ  안녕하세요. 하이닥-네이버 지식iN 상담의... 
<b>결막염</b> 질문,"<b>결막염</b> 걸려서 안약 넣으면서 치료중인데 눈 화장을 해도 괜찮을까요?? 눈 화장은 섀도우만 할 거예요  <b>결막염</b>은 눈의... 결론적으로, <b>결막염</b>으로 치료 중인 상태에서도 눈 화장을 할 수 있지만, 위의 주의사항을 지켜가며 신중하게 화장을... "
<b>결막염</b> 렌즈,제가 저번주 토요일부터 <b>결막염</b> 증상이 있어서 수요일에 안과가서 안약을 받아왔고 안약을 넣고 있는데 렌즈때문에 생긴 <b>결막염</b>은 아니고 병원에서 전염성있는 <b>결막염</b>은... 지난 토요일부터 <b>결막염</b> 증상이 나타나다가 수요일에 안과에... 
<b>결막염</b> 렌즈,<b>결막염</b> 걸린줄 모르고 렌즈 낀적이 있는데 지금은 <b>결막염</b>이 없어졌는데 걸렸을때 썻던 렌즈를 다시 써도 되나요  안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전제훈 입니다. 오염이 되어있는 가능성이 커서 새것으로 끼는게... 
알레르기성 <b>결막염</b> 때문에 안약 받았었,알레르기성 <b>결막염</b> 때문에 안약 받았었는데 플루오 올타딘 둘 중에 뭐 먼저 넣어야 하나요  안녕하세요. 하이닥... 눈의 염증성 질환에 사용되는 풀루오점안액이나 알레르기성 <b>결막염</b> 등의 치료에 사용되는 올타딘점안액 중에 꼭 어떤... 
만성 <b>결막염</b> 있는데 이번에는 좀 달라서요. (안산... ,"만성 <b>결막염</b>으로 매년 늦봄이랑 초가을에 고생하거든요. 그런데 올해는 봄에 안 걸리고 지난 주부터 가렵고 충혈되서... <b>결막염</b>은 원인에 따라 알레르기성 <b>결막염</b>, 바이러스성 <b>결막염</b>, 세균성 <b>결막염</b>으로 나뉩니다. 알레르기성 <b>결막염</b>은... "
<b>결막염</b> 질문,"<b>결막염</b> 걸려서 안약 넣으면서 치료중인데 눈 화장을 해도 괜찮을까요?? 눈 화장은 섀도우만 할 거예요  <b>결막염</b>은 눈의... 따라서, <b>결막염</b> 치료 중인 동안에는 눈 화장을 자제하는 것이 좋습니다. 치료가 완료되고 눈의 염증이 완전히 사라진... "
알레르기성 <b>결막염</b> 증상 질문,... 알레르기성 <b>결막염</b>이 있어서 몇 년째 안약을 넣고있는데 감기에 걸리지 않아도 알레르기성 <b>결막염</b>이 도지면... 알레르기성 <b>결막염</b>은 눈 주위가 붓고 가려워지는 증상을... 알레르기성 <b>결막염</b> 증상이 악화되기도 합니다. 꼭 전문의와... 
<b>결막염</b> 걸렸을땨 화장하면 화장품 버려야 해요?,방금 안과에서 <b>결막염</b> 진단 받았는데요 제가 아이라이너랑 썬크림만 바르는데 둘다 버려야 하나요? 급해요 ㅠㅠ #<b>결막염</b>#급해요#화장품#  아뇨 버리지 않아도 됩니다 저 <b>결막염</b>때 썼던 렌즈 <b>결막염</b> 다 낫고 또 썼는데 아무일도 없었어요!
알레르기 <b>결막염</b> 문의,작년에 안과에서 알레르기성 <b>결막염</b>으로 후메토론 0.1일회용(튜브)과 라이트올론0.2 일회용(튜브) 를 처방받고 좀남아있습니다 지금 외국이라 병원을 갈수없는상황인데 최근들어 눈이자주가럽네요 지난번 남은 약을 가지고 오긴햇는데... 
강아지 <b>결막염</b>,"단순 눈 충혈, 약간의 <b>결막염</b>으로 주사 맞고 각막 재생안약 처방받았는데 눈이 찢어지거나 상처가 있는게 아닌데 굳이... <b>결막염</b>으로 각막이 손상된게 아니라면 굳이 각막재생 약을 따로 않써도 됩니다..가리유니란 약만 쓰시면 됩니다 "
[나눈질문1] <b>결막염</b>인가요,"혹시 이거 <b>결막염</b>인가요?  네, 지금 사진은 <b>결막염</b>으로 보여서 동네 안과에서 진료받아도 됩니다."
<b>결막염</b> 컬러렌즈,"제가 컬러렘즈 매일끼다보니까 <b>결막염</b>에 걸렸고 지금은... <b>결막염</b>은 눈의 결막 부분이 염증을 일으키는 질환입니다. 렌즈 착용은 <b>결막염</b>의 호전을 방해할 수 있으므로... <b>결막염</b>에 영향을 덜 주는 렌즈를 찾아보거나, 일시적으로 렌즈... "
"<b>결막염</b>, 렌즈 꼭 폐기해야 하나요?",<b>결막염</b>에 걸렸는데 렌즈를 꼭 폐기해야 할까요..? ㅠ 네ㅠ 폐기하셔야 합니다ㅜ 안그러면 완치하고 나셔서도 <b>결막염</b>에 걸릴 수 있어요 
렌즈를 끼다가 <b>결막염</b>에 걸려서 몇달동,렌즈를 끼다가 <b>결막염</b>에 걸려서 몇달동안 끼지 않고 있는데 컬러렌즈한달치인데 몇달이 지난뒤 다시 껴도 되나요? 네~ 렌즈에 유통기한 전까지 써주시면 되는데요 혹시 렌즈를 끼시다 다시 <b>결막염</b>에 걸리신다면 가급적 렌즈를... 
<b>결막염</b> 렌즈,"알레르기성 <b>결막염</b> 걸렸고 이제 거의 다 나았는데 원데이렌즈 착용해도... <b>결막염</b>은 렌즈 착용에 영향을 줄 수 있으므로, 원데이렌즈 사용하기 전에... <b>결막염</b>이 거의 완전히 치료된 상태라면, 렌즈를 착용해도 괜찮을 수 있지만, 전문... "
<b>결막염</b> 안구건조증 눈물 안과,"... 렌즈를 사용하시고 계시면 <b>결막염</b>이 있으신 경우 렌즈... 대부분 자극성이나 알레르기성에 의한 <b>결막염</b> 환자인... '알레르기성 <b>결막염</b>(Allergic Conjunctivitis)'이란 어떤... 알레르기 <b>결막염</b> 치료, 외용 스테로이드, 자가혈청치료... "
<b>결막염</b> 걸렸을 때,"<b>결막염</b> 걸렸을 때 눈을 감고 있는게 좋나요 눈 뜨고 있는게 좋나요? <b>결막염</b>은 눈의 결막이 염증을 일으키는 질환으로... <b>결막염</b> 치료를 위해서는 반드시 안과 의사의 진료를 받아야 하며, 의사의 지시에 따라 적절한 치료를 받는 것이... "
개봉 안했습니다 (대구 30대초반/여 <b>결막염</b>),"... <b>결막염</b>이 오려는건지 점점 눈이 따갑고 아프네요. 개봉은 별도로 안했고 5mm 짜리입니다. 사용기한 지난 안약 사용... 특히나 현재 <b>결막염</b> 때문에 사용기한 지난 안약을 찾으신 것 같은데, <b>결막염</b>이 있는 상태에서 만약 변질되어진... "
<b>결막염</b>인가요,제가 어제 쯤 부터 눈꼽이 계속 생겨서 눈을 계속 비볐는데 오늘 아침에 <b>결막염</b>처럼 눈꼽이 엄청 껴져있고 <b>결막염</b>처럼 눈 밑에가 빨개져있는데 이거 <b>결막염</b>인가요 <b>결막염</b>이라면 몇일정도 있다가 다 나을까요 눈곱과 충혈은 <b>결막염</b>의 증상... 
<b>결막염</b> 실눈곱 사라지게 하는 방법,2주 전에 <b>결막염</b> 진단을 받고 알레르기 관련 안약이랑 인공눈물이랑 같이 넣고 있습니다. 렌즈는 안끼고 있고 실눈곱이... 이물감) <b>결막염</b>은 언제쯤 사라지나요? +최근에 과제 때문에 컴퓨터를 오래 봐서 눈이 매우 건조한 상태였던 적이... 
눈병이나 <b>결막염</b> 걸렸을때,제목 그대로 눈병이나 <b>결막염</b> 걸렸을 때 학원도 쉴 수 있나요..? 전염병 같은 눈병은 학교 못 간다고 해서요 ㅠㅠ 눈병이나 <b>결막염</b>에 걸렸을 때 학원에 가지 않는 것이 좋습니다. <b>결막염</b>은 전염성이 있기 때문에 다른 학생들에게도 옮길... 
<b>결막염</b> 황달 비염 질문입니다 눈사진 첨부,... 비염때문인지 <b>결막염</b> 때문인지 이런거때문에 황달?같은 증상도 나오는지 궁금합니다  안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다. 사진상으로 황달같아보이지는 않지만 혈액검사로 확인해보시는 것을 권합니다... 
다래끼 <b>결막염</b>,한쪽 눈에 다래끼랑 <b>결막염</b>이 동시에 생겼는데 어제부터 아프더니 오늘 아침에... ㅠㅠ 진지하게 도움되는 답변이 필요해요ㅜㅜㅜㅜ  다래끼와 <b>결막염</b>은 눈... 눈에 적합한 약을 사용하세요: 다래끼와 <b>결막염</b>을 완화시키기 위해 약물을... 
<b>결막염</b>에 사이클로스포린 넣으면 눈 원래 따갑나요?,<b>결막염</b>에 리스포린(사이클로스포린) 넣으면 눈 원래 따갑나요? 안과에서 오늘 처방받아서 넣었는데 사이클로스포린 넣으니까 따가워요 사이클로스포린은 효과가 없는 안약인가요?  안녕하세요. 점안감이 개인차에 따라 불편할수 있지만... 
<b>결막염</b>인데 안구건조증 약 처방,집 앞 안과에서 <b>결막염</b>인데 계속 안구건조증 인공눈물이랑 같이 주는데 안구건조증 인공눈물 주지 말라고... 집에 이미 많은데 그것도 다 안썼어요 다른 안과에서는 <b>결막염</b> 약만 주는데 집 앞 안과에 어쩔 수 없이 가야해서요ㅠ... 
라섹 후 알레르기 <b>결막염</b> 안약 투여,라섹을 하고 나서 환절기라 그런지 비염이 생겨 눈이 간지러운 증상 때문에 알레르기 <b>결막염</b> 안약을 처방 받았는데 투여해도 괜찮은가요??  안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전제훈 입니다. 알레르기 안약은 투여해도... 
저 <b>결막염</b>인가여?,... 육안으로 혹은 사진으로 <b>결막염</b>을 진단하지는 못합니다 <b>결막염</b> 진단을 받고 안약을 처방 받으셨다면 점안하시면 되고 안약은 어느 방향으로 넣든 상관이 없습니다 참고하세요:) 
눈이 너무 아파요. <b>결막염</b>이 맞나요?,... <b>결막염</b>이 맞나요? 5일째 눈이 아파 미치겠어요.항생제 안약 사용중인데 나아지질 않아요? <b>결막염</b>이 맞을까요?  안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전제훈 입니다. 사진을 보니 결막이라기 보다는 공막염이나... 
<b>결막염</b> 답변 빨리 부탁드려요!!,"안과에서 <b>결막염</b>이라고 해서 안약넣고 있는데 저 진짜 렌즈 껴야하는데 내일 껴도 될까요? 답변 빨리 부탁드려요  <b>결막염</b>은 안구의 결막이 염증을 일으키는 질환입니다. 안약을 처방받고 있는 경우, 의사의 지시에 따라 정확히... "
<b>결막염</b> 눈 부음,제가 바이러스성 <b>결막염</b>에 걸렸는데 눈이 너무 심하게 부어서 반 정도? 밖에 안 떠지고 아침엔 붓기 때문에 눈이 아예 안떠졌어요 원래 이정도로 많이 붓는게 맞는 건가요? 그리고 붓기 빼려면 어떻게 해야 할까요 ㅜㅜ 사람마다 나타나는... 
<b>결막염</b> 빨리 낫게해주세요,한 일주일전부터 눈이 간지러웠고 어제 <b>결막염</b> 진단 받아서 약 넣었더니까 충혈도 사라지고 증상도 없고 그냥 좀 간지럽기만 한데 렌즈 껴도 될까요ㅠㅠ? 그리거 빨리 다 낫는방법도 알려주레요  안녕하세요. 하이닥-네이버 지식iN 상담의... 
